Sample ID,Donor ID,Species,Species NCBI Taxonomy ID,Genotype,Modality,Technique,Anatomical Structure,Subspecimen Type,Total Processed Subspecimens,Organization,Investigator,Grant Number,Project,R24 Name (CV),R24 link,Comments,Metadata Submission,Age,Sex,QC,Download Link,Visualization Link,Soma_X(CCFv3_1𝜇𝑚),Soma_Y(CCFv3_1𝜇𝑚),Soma_Z(CCFv3_1𝜇𝑚)
P56_WT#5_0283_TME10-3_30x_Str_03A_x10396_y16688_z179.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0283_TME10-3_30x_Str_03A_x10396_y16688_z179/0283_TME10-3_30x_Str_03A_x10396_y16688_z179.swc,,,P56,female,pass,,,,,
P56_WT#5_0284_TME10-3_30x_Str_03A_x10434_y14724_z163.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0284_TME10-3_30x_Str_03A_x10434_y14724_z163/0284_TME10-3_30x_Str_03A_x10434_y14724_z163.swc,,,P56,female,pass,,,,,
P56_WT#5_0285_TME10-3_30x_Str_03A_x10441_y18629_z489.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0285_TME10-3_30x_Str_03A_x10441_y18629_z489/0285_TME10-3_30x_Str_03A_x10441_y18629_z489.swc,,,P56,female,pass,,,,,
P56_WT#5_0286_TME10-3_30x_Str_03A_x10546_y9201_z338.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0286_TME10-3_30x_Str_03A_x10546_y9201_z338/0286_TME10-3_30x_Str_03A_x10546_y9201_z338.swc,,,P56,female,pass,,,,,
P56_WT#5_0288_TME10-3_30x_Str_03A_x10653_y14523_z352.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0288_TME10-3_30x_Str_03A_x10653_y14523_z352/0288_TME10-3_30x_Str_03A_x10653_y14523_z352.swc,,,P56,female,pass,,,,,
P56_WT#5_0289_TME10-3_30x_Str_03A_x10709_y20525_z185.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0289_TME10-3_30x_Str_03A_x10709_y20525_z185/0289_TME10-3_30x_Str_03A_x10709_y20525_z185.swc,,,P56,female,pass,,,,,
P56_WT#5_0290_TME10-3_30x_Str_03A_x10815_y10528_z475.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0290_TME10-3_30x_Str_03A_x10815_y10528_z475/0290_TME10-3_30x_Str_03A_x10815_y10528_z475.swc,,,P56,female,pass,,,,,
P56_WT#5_0291_TME10-3_30x_Str_03A_x10863_y17890_z455.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0291_TME10-3_30x_Str_03A_x10863_y17890_z455/0291_TME10-3_30x_Str_03A_x10863_y17890_z455.swc,,,P56,female,pass,,,,,
P56_WT#5_0292_TME10-3_30x_Str_03A_x10901_y12831_z224.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0292_TME10-3_30x_Str_03A_x10901_y12831_z224/0292_TME10-3_30x_Str_03A_x10901_y12831_z224.swc,,,P56,female,pass,,,,,
P56_WT#5_0293_TME10-3_30x_Str_03A_x10929_y19584_z265.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0293_TME10-3_30x_Str_03A_x10929_y19584_z265/0293_TME10-3_30x_Str_03A_x10929_y19584_z265.swc,,,P56,female,pass,,,,,
P56_WT#5_0294_TME10-3_30x_Str_03A_x10976_y8998_z246.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0294_TME10-3_30x_Str_03A_x10976_y8998_z246/0294_TME10-3_30x_Str_03A_x10976_y8998_z246.swc,,,P56,female,pass,,,,,
P56_WT#5_0295_TME10-3_30x_Str_03A_x11070_y14887_z282.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0295_TME10-3_30x_Str_03A_x11070_y14887_z282/0295_TME10-3_30x_Str_03A_x11070_y14887_z282.swc,,,P56,female,pass,,,,,
P56_WT#5_0296_TME10-3_30x_Str_03A_x11100_y14569_z473.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0296_TME10-3_30x_Str_03A_x11100_y14569_z473/0296_TME10-3_30x_Str_03A_x11100_y14569_z473.swc,,,P56,female,pass,,,,,
P56_WT#5_0297_TME10-3_30x_Str_03A_x11122_y15396_z380.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0297_TME10-3_30x_Str_03A_x11122_y15396_z380/0297_TME10-3_30x_Str_03A_x11122_y15396_z380.swc,,,P56,female,pass,,,,,
P56_WT#5_0298_TME10-3_30x_Str_03A_x11316_y16613_z263.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0298_TME10-3_30x_Str_03A_x11316_y16613_z263/0298_TME10-3_30x_Str_03A_x11316_y16613_z263.swc,,,P56,female,pass,,,,,
P56_WT#5_0299_TME10-3_30x_Str_03A_x11361_y15679_z376.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0299_TME10-3_30x_Str_03A_x11361_y15679_z376/0299_TME10-3_30x_Str_03A_x11361_y15679_z376.swc,,,P56,female,pass,,,,,
P56_WT#5_0300_TME10-3_30x_Str_03A_x11401_y14474_z252.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0300_TME10-3_30x_Str_03A_x11401_y14474_z252/0300_TME10-3_30x_Str_03A_x11401_y14474_z252.swc,,,P56,female,pass,,,,,
P56_WT#5_0301_TME10-3_30x_Str_03A_x11441_y11955_z95.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0301_TME10-3_30x_Str_03A_x11441_y11955_z95/0301_TME10-3_30x_Str_03A_x11441_y11955_z95.swc,,,P56,female,pass,,,,,
P56_WT#5_0302_TME10-3_30x_Str_03A_x11493_y18058_z358.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0302_TME10-3_30x_Str_03A_x11493_y18058_z358/0302_TME10-3_30x_Str_03A_x11493_y18058_z358.swc,,,P56,female,pass,,,,,
P56_WT#5_0303_TME10-3_30x_Str_03A_x11622_y11824_z371.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0303_TME10-3_30x_Str_03A_x11622_y11824_z371/0303_TME10-3_30x_Str_03A_x11622_y11824_z371.swc,,,P56,female,pass,,,,,
P56_WT#5_0304_TME10-3_30x_Str_03A_x11690_y12013_z296.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0304_TME10-3_30x_Str_03A_x11690_y12013_z296/0304_TME10-3_30x_Str_03A_x11690_y12013_z296.swc,,,P56,female,pass,,,,,
P56_WT#5_0305_TME10-3_30x_Str_03A_x11758_y15379_z184.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0305_TME10-3_30x_Str_03A_x11758_y15379_z184/0305_TME10-3_30x_Str_03A_x11758_y15379_z184.swc,,,P56,female,pass,,,,,
P56_WT#5_0309_TME10-3_30x_Str_03A_x11910_y13476_z301.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03A/0309_TME10-3_30x_Str_03A_x11910_y13476_z301/0309_TME10-3_30x_Str_03A_x11910_y13476_z301.swc,,,P56,female,pass,,,,,
P56_WT#5_0310_TME10-3_30x_Str_03B_x2220_y15466_z311.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0310_TME10-3_30x_Str_03B_x2220_y15466_z311/0310_TME10-3_30x_Str_03B_x2220_y15466_z311.swc,,,P56,female,pass,,,,,
P56_WT#5_0311_TME10-3_30x_Str_03B_x2296_y14647_z152.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0311_TME10-3_30x_Str_03B_x2296_y14647_z152/0311_TME10-3_30x_Str_03B_x2296_y14647_z152.swc,,,P56,female,pass,,,,,
P56_WT#5_0312_TME10-3_30x_Str_03B_x2402_y16289_z414.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0312_TME10-3_30x_Str_03B_x2402_y16289_z414/0312_TME10-3_30x_Str_03B_x2402_y16289_z414.swc,,,P56,female,pass,,,,,
P56_WT#5_0313_TME10-3_30x_Str_03B_x2407_y18478_z186.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0313_TME10-3_30x_Str_03B_x2407_y18478_z186/0313_TME10-3_30x_Str_03B_x2407_y18478_z186.swc,,,P56,female,pass,,,,,
P56_WT#5_0314_TME10-3_30x_Str_03B_x2435_y13712_z340.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0314_TME10-3_30x_Str_03B_x2435_y13712_z340/0314_TME10-3_30x_Str_03B_x2435_y13712_z340.swc,,,P56,female,pass,,,,,
P56_WT#5_0316_TME10-3_30x_Str_03B_x2564_y16165_z213.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0316_TME10-3_30x_Str_03B_x2564_y16165_z213/0316_TME10-3_30x_Str_03B_x2564_y16165_z213.swc,,,P56,female,pass,,,,,
P56_WT#5_0319_TME10-3_30x_Str_03B_x2739_y18277_z503.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0319_TME10-3_30x_Str_03B_x2739_y18277_z503/0319_TME10-3_30x_Str_03B_x2739_y18277_z503.swc,,,P56,female,pass,,,,,
P56_WT#5_0322_TME10-3_30x_Str_03B_x2894_y15893_z319.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0322_TME10-3_30x_Str_03B_x2894_y15893_z319/0322_TME10-3_30x_Str_03B_x2894_y15893_z319.swc,,,P56,female,pass,,,,,
P56_WT#5_0323_TME10-3_30x_Str_03B_x3477_y19704_z320.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0323_TME10-3_30x_Str_03B_x3477_y19704_z320/0323_TME10-3_30x_Str_03B_x3477_y19704_z320.swc,,,P56,female,pass,,,,,
P56_WT#5_0324_TME10-3_30x_Str_03B_x3485_y9412_z320.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0324_TME10-3_30x_Str_03B_x3485_y9412_z320/0324_TME10-3_30x_Str_03B_x3485_y9412_z320.swc,,,P56,female,pass,,,,,
P56_WT#5_0325_TME10-3_30x_Str_03B_x3512_y20805_z410.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0325_TME10-3_30x_Str_03B_x3512_y20805_z410/0325_TME10-3_30x_Str_03B_x3512_y20805_z410.swc,,,P56,female,pass,,,,,
P56_WT#5_0326_TME10-3_30x_Str_03B_x3723_y14608_z371.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0326_TME10-3_30x_Str_03B_x3723_y14608_z371/0326_TME10-3_30x_Str_03B_x3723_y14608_z371.swc,,,P56,female,pass,,,,,
P56_WT#5_0330_TME10-3_30x_Str_03B_x3856_y13494_z249.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0330_TME10-3_30x_Str_03B_x3856_y13494_z249/0330_TME10-3_30x_Str_03B_x3856_y13494_z249.swc,,,P56,female,pass,,,,,
P56_WT#5_0331_TME10-3_30x_Str_03B_x3856_y14724_z419.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0331_TME10-3_30x_Str_03B_x3856_y14724_z419/0331_TME10-3_30x_Str_03B_x3856_y14724_z419.swc,,,P56,female,pass,,,,,
P56_WT#5_0334_TME10-3_30x_Str_03B_x3996_y15845_z210.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0334_TME10-3_30x_Str_03B_x3996_y15845_z210/0334_TME10-3_30x_Str_03B_x3996_y15845_z210.swc,,,P56,female,pass,,,,,
P56_WT#5_0335_TME10-3_30x_Str_03B_x4016_y15002_z226.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0335_TME10-3_30x_Str_03B_x4016_y15002_z226/0335_TME10-3_30x_Str_03B_x4016_y15002_z226.swc,,,P56,female,pass,,,,,
P56_WT#5_0336_TME10-3_30x_Str_03B_x4077_y17203_z146.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0336_TME10-3_30x_Str_03B_x4077_y17203_z146/0336_TME10-3_30x_Str_03B_x4077_y17203_z146.swc,,,P56,female,pass,,,,,
P56_WT#5_0337_TME10-3_30x_Str_03B_x4079_y13579_z296.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0337_TME10-3_30x_Str_03B_x4079_y13579_z296/0337_TME10-3_30x_Str_03B_x4079_y13579_z296.swc,,,P56,female,pass,,,,,
P56_WT#5_0338_TME10-3_30x_Str_03B_x4154_y11861_z431.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0338_TME10-3_30x_Str_03B_x4154_y11861_z431/0338_TME10-3_30x_Str_03B_x4154_y11861_z431.swc,,,P56,female,pass,,,,,
P56_WT#5_0339_TME10-3_30x_Str_03B_x4196_y14676_z488.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0339_TME10-3_30x_Str_03B_x4196_y14676_z488/0339_TME10-3_30x_Str_03B_x4196_y14676_z488.swc,,,P56,female,pass,,,,,
P56_WT#5_0340_TME10-3_30x_Str_03B_x4208_y7931_z434.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0340_TME10-3_30x_Str_03B_x4208_y7931_z434/0340_TME10-3_30x_Str_03B_x4208_y7931_z434.swc,,,P56,female,pass,,,,,
