Sample ID,Donor ID,Species,Species NCBI Taxonomy ID,Genotype,Modality,Technique,Anatomical Structure,Subspecimen Type,Total Processed Subspecimens,Organization,Investigator,Grant Number,Project,R24 Name (CV),R24 link,Comments,Metadata Submission,Age,Sex,QC,Download Link,Visualization Link,Soma_X(CCFv3_1𝜇𝑚),Soma_Y(CCFv3_1𝜇𝑚),Soma_Z(CCFv3_1𝜇𝑚)
992023765,499544,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,56 Days,Male,Automated Neuron Morphology ,,,9122.855492,1275.599681,3196.508228
992219189,499548,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,57 Days,Female,Manual Neuron Morphology ,,,9319.186162,1052.10013,7919.014756
992205657,499548,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,57 Days,Female,Automated Neuron Morphology ,,,9226.671283,1217.326853,3303.689645
992205711,499548,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,57 Days,Female,Automated Neuron Morphology ,,,9039.739472,1213.832964,8006.459791
992393180,499550,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Female,Automated Neuron Morphology ,,,9256.500176,1201.532257,3356.488034
992396717,499550,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Female,Automated Neuron Morphology ,,,9107.361484,1689.342938,2540.529466
992394456,499550,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Female,Manual Neuron Morphology ,,,9114.869449,1049.8652,7724.617985
992393250,499550,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Female,Automated Neuron Morphology ,,,9159.355541,953.4205375,3719.619568
992400811,499550,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Female,Automated Neuron Morphology ,,,9036.473464,1355.349699,3076.857471
992408868,499550,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Female,Manual Neuron Morphology ,,,8993.277927,1496.635937,2675.556935
992412609,499550,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Female,Automated Neuron Morphology ,,,8734.331076,1022.188465,7741.774347
992790109,499551,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,59 Days,Female,Automated Neuron Morphology ,,,9310.758041,1635.712216,8765.992664
992760205,499551,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,59 Days,Female,Automated Neuron Morphology ,,,9260.814904,1638.797079,2606.59266
992769223,499551,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,59 Days,Female,Automated Neuron Morphology ,,,9322.073265,1438.43001,3309.066924
992749267,499551,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,59 Days,Female,Automated Neuron Morphology ,,,8739.761551,1004.426181,7579.307874
638806925,349010,mouse,NCBI:txid10090,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISl5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,52 Days,Female,Manual Neuron Morphology ,,,9311.255424,1946.888339,2180.984537
644864693,355893,mouse,NCBI:txid10090,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISl5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,41 Days,Female,Manual Neuron Morphology ,,,9599.62015,2161.721412,9282.382594
644953476,355894,mouse,NCBI:txid10090,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISli6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,43 Days,Female,Manual Neuron Morphology ,,,9228.142009,2485.384476,2136.372631
644953743,355894,mouse,NCBI:txid10090,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISl6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,43 Days,Female,Automated Neuron Morphology ,,,9302.194285,2216.806332,2424.137945
644964595,355894,mouse,NCBI:txid10090,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,43 Days,Female,Automated Neuron Morphology ,,,9161.143154,1186.345761,3478.910348
763970766,418334,mouse,NCBI:txid10090,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp4,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,59 Days,Male,Automated Neuron Morphology ,,,9014.669699,1289.290794,8655.942436
763994181,418334,mouse,NCBI:txid10090,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,59 Days,Male,Manual Neuron Morphology ,,,8885.047363,1713.26635,8872.992109
764497316,418336,mouse,NCBI:txid10090,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6b,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,60 Days,Female,Manual Neuron Morphology ,,,9510.526785,2508.697738,9121.129944
764482368,418336,mouse,NCBI:txid10090,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp4,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,60 Days,Female,Automated Neuron Morphology ,,,9004.035681,1314.26054,8587.907373
764477652,418336,mouse,NCBI:txid10090,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp4,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,60 Days,Female,Manual Neuron Morphology ,,,9041.46289,1218.008477,2901.711584
764494187,418336,mouse,NCBI:txid10090,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp4,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,60 Days,Female,Automated Neuron Morphology ,,,9137.75585,903.0483969,3549.706168
824909637,442954,mouse,NCBI:txid10090,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp2/3,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,57 Days,Male,Manual Neuron Morphology ,,,9027.271807,1074.410881,2892.035197
824937690,442954,mouse,NCBI:txid10090,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp2/3,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,57 Days,Male,Manual Neuron Morphology ,,,9140.058469,705.5023296,3568.154265
825389194,442955,mouse,NCBI:txid10090,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Male,Automated Neuron Morphology ,,,9235.436192,1142.248025,7996.261882
825430061,442955,mouse,NCBI:txid10090,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Male,Automated Neuron Morphology ,,,9127.668811,1609.039839,8882.935885
825365347,442955,mouse,NCBI:txid10090,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Male,Automated Neuron Morphology ,,,9431.716023,1884.43445,8936.662793
825436260,442955,mouse,NCBI:txid10090,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISli5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Male,Manual Neuron Morphology ,,,9274.503727,2398.652699,9590.412929
628756464,346639,mouse,NCBI:txid10090,Scnn1a-Tg2-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,54 Days,Female,Manual Neuron Morphology ,,,9023.56112,1196.190686,8055.924841
648093076,358945,mouse,NCBI:txid10090,Scnn1a-Tg2-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,46 Days,Female,Manual Neuron Morphology ,,,8316.099432,1161.310539,8258.346777
612402470,342033,mouse,NCBI:txid10090,Scnn1a-Tg3-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,53 Days,Male,Manual Neuron Morphology ,,,8788,1227.986815,3043.561231
612410245,342033,mouse,NCBI:txid10090,Scnn1a-Tg3-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,53 Days,Male,Manual Neuron Morphology ,,,8788,1016.275612,3519.544828
642763833,353198,mouse,NCBI:txid10090,Scnn1a-Tg3-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,43 Days,Male,Manual Neuron Morphology ,,,9239.1405,1555.960786,2638.48756
642777215,353198,mouse,NCBI:txid10090,Scnn1a-Tg3-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISl4,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,43 Days,Male,Manual Neuron Morphology ,,,9180.730274,1747.012027,2209.717704
643002356,350522,mouse,NCBI:txid10090,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Female,Manual Neuron Morphology ,,,8931.951161,1407.778891,8353.86131
642999751,350522,mouse,NCBI:txid10090,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Female,Manual Neuron Morphology ,,,8617,1566.030815,8879.507217
645379626,354911,mouse,NCBI:txid10090,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISli5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,53 Days,Male,Manual Neuron Morphology ,,,9344.734609,2374.277973,1810.8588
645444689,354917,mouse,NCBI:txid10090,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,54 Days,Female,Automated Neuron Morphology ,,,9246.139499,1631.193671,8608.458104
645449840,354917,mouse,NCBI:txid10090,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,54 Days,Female,Manual Neuron Morphology ,,,9725.155924,1791.820081,8671.847108
645913812,354918,mouse,NCBI:txid10090,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,56 Days,Female,Manual Neuron Morphology ,,,8759.013474,1431.797183,8545.34982
693265542,386824,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,57 Days,Male,Automated Neuron Morphology ,,,8806.651928,1195.733799,3104.757631
824972626,443197,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISl5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,56 Days,Female,Automated Neuron Morphology ,,,9174.015283,1762.434068,2283.164837
824990654,443197,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp4,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,56 Days,Female,Manual Neuron Morphology ,,,9220.889429,1609.115646,2512.292936
825002523,443197,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp2/3,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,56 Days,Female,Manual Neuron Morphology ,,,9324.930618,1268.81225,2841.027031
847876759,454538,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp2/3,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,56 Days,Male,Manual Neuron Morphology ,,,9079.262388,761.9563215,7962.660258
847880487,454538,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,56 Days,Male,Automated Neuron Morphology ,,,8653.33722,1101.808836,3722.698241
847902873,454538,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,56 Days,Male,Manual Neuron Morphology ,,,8635.835115,1201.068207,3141.628686
850968263,454540,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,60 Days,Male,Manual Neuron Morphology ,,,9575.841174,1376.324188,8054.782401
882198617,465960,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,60 Days,Male,Manual Neuron Morphology ,,,8914.773308,1487.342422,3328.814253
882763615,465961,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISl5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,61 Days,Male,Manual Neuron Morphology ,,,9504.700244,1898.99119,2360.51456
882752472,465961,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,61 Days,Male,Automated Neuron Morphology ,,,8869.30917,1861.86675,2581.172862
915479566,478316,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp2/3,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,56 Days,Male,Manual Neuron Morphology ,,,9543.292811,1221.740506,8585.461956
915441937,478316,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,56 Days,Male,Manual Neuron Morphology ,,,8955.405514,1470.051796,8139.13657
916473265,478317,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,57 Days,Male,Manual Neuron Morphology ,,,9379.727473,1645.624758,8544.123209
916627946,478317,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,57 Days,Male,Automated Neuron Morphology ,,,9111.702633,1351.32927,7916.934403
916490671,478317,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,57 Days,Male,Manual Neuron Morphology ,,,8529.510168,1319.250269,3570.080973
926926652,482431,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,53 Days,Male,Automated Neuron Morphology ,,,9284.063694,1467.898986,8413.309763
926866005,482431,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISl1,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,53 Days,Male,Manual Neuron Morphology ,,,9562.609665,1647.734684,2052.620133
927810884,482435,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,54 Days,Female,Automated Neuron Morphology ,,,9391.185545,1480.583841,7753.440512
927833265,482435,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp2/3,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,54 Days,Female,Manual Neuron Morphology ,,,9505.879581,1105.436552,8447.249332
927797864,482435,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,54 Days,Female,Manual Neuron Morphology ,,,8846.623175,1891.279849,2545.604491
948360440,487220,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,56 Days,Male,Manual Neuron Morphology ,,,9254.252032,1810.722485,2477.57365
948372246,487220,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp4,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,56 Days,Male,Automated Neuron Morphology ,,,9351.723818,1491.906641,2777.186566
948405847,487220,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,56 Days,Male,Automated Neuron Morphology ,,,9303.636991,1341.731419,8250.547961
948366592,487220,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISpm5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,56 Days,Male,Manual Neuron Morphology ,,,8975.206333,868.8664066,4198.93423
948429967,487220,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISl4,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,56 Days,Male,Manual Neuron Morphology ,,,8811.577019,1704.992219,9236.057131
950363664,487221,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Male,Automated Neuron Morphology ,,,9290.122801,1690.123635,3040.068754
962087670,490921,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,54 Days,Male,Automated Neuron Morphology ,,,9317.578095,1754.054043,8837.302775
961935353,490921,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISl5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,54 Days,Male,Automated Neuron Morphology ,,,9148.930874,1900.085966,2275.883855
962105846,490921,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,54 Days,Male,Manual Neuron Morphology ,,,8954.767145,1086.65121,3845.970327
961846146,490921,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISpm6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,54 Days,Male,Manual Neuron Morphology ,,,8809.324479,1048.309668,7214.220364
963063283,490922,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp2/3,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,55 Days,Male,Manual Neuron Morphology ,,,9227.595524,910.1145057,8126.457163
963019667,490922,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp2/3,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,55 Days,Male,Manual Neuron Morphology ,,,9182.247283,881.8158769,3084.99037
965052351,490923,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,57 Days,Male,Automated Neuron Morphology ,,,9354.40931,1404.555137,8217.825397
965057941,490923,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,57 Days,Male,Automated Neuron Morphology ,,,9288.083216,1621.498016,8611.725344
965072268,490923,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,57 Days,Male,Automated Neuron Morphology ,,,9244.597827,1763.732313,8877.330637
964931038,490923,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,57 Days,Male,Automated Neuron Morphology ,,,9121.458335,1008.621617,7266.658574
964894772,490923,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,57 Days,Male,Automated Neuron Morphology ,,,8805.437467,1195.665119,7788.092123
965574215,490926,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Female,Automated Neuron Morphology ,,,9374.051803,1565.997918,3160.69159
965535967,490926,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISpm6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Female,Manual Neuron Morphology ,,,8923.019342,962.5837719,4221.876715
965591192,490926,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Female,Manual Neuron Morphology ,,,8771.230205,1676.695518,2761.898869
965542873,490926,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Female,Automated Neuron Morphology ,,,8894.288587,1760.606331,2675.483982
965609536,490926,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp6a,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,58 Days,Female,Automated Neuron Morphology ,,,8953.961245,1030.673555,4030.422385
972443999,493713,mouse,NCBI:txid10090,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,cell morphology,patch-seq,VISp5,cells,1,Allen Institute for Brain Science ,Sorensen ,,zeng_fmost,BIL,,,,54 Days,Female,Automated Neuron Morphology ,,,8973.840032,1176.953448,7861.378758
